JT,Escape,EscapeTime,Ejection,JT_Clone,Clone
486678,out,878000000.1860287,878100000.021192,486678_Clone_7,clone-7
490014,in,1133100000.3927894,1133100000.3927894,490014_Clone_7,clone-7
484566,out,3272500000.0501237,3272500000.0501237,484566_Clone_7,clone-7
511533,in,998700000.1141342,998700000.1141342,511533_Clone_7,clone-7
487552,in,1692500000.3681734,1692500000.3681734,487552_Clone_7,clone-7
509140,out,751200000.0325723,754300000.0628294,509140_Clone_7,clone-7
487447,in,2251300000.1463776,2251300000.1463776,487447_Clone_7,clone-7
489943,out,2496900000.19664,2497300000.328093,489943_Clone_7,clone-7
511582,in,1996200000.3350167,1996200000.3350167,511582_Clone_7,clone-7
491875,out,2145200000.2714906,2145300000.1066527,491875_Clone_7,clone-7
488223,in,3714200000.2924967,3714200000.2924967,488223_Clone_7,clone-7
489535,in,2432900000.120433,2432900000.120433,489535_Clone_7,clone-7
486690,in,2419700000.131899,2419700000.131899,486690_Clone_7,clone-7
494961,out,1034800000.3134264,1034900000.1485896,494961_Clone_7,clone-7
484265,in,3629100000.201668,3629100000.201668,484265_Clone_7,clone-7
510591,in,3828300000.028635,3828300000.028635,510591_Clone_7,clone-7
512938,out,1404500000.222941,1404700000.288667,512938_Clone_7,clone-7
485423,in,2468000000.386493,2468000000.386493,485423_Clone_7,clone-7
490415,in,1392200000.332475,1392200000.332475,490415_Clone_7,clone-7
484254,in,2727000000.0956163,2727000000.0956163,484254_Clone_7,clone-7
500784,out,2992500000.161543,2997700000.288826,500784_Clone_7,clone-7
507354,out,3382000000.251559,3382100000.086721,507354_Clone_7,clone-7
487571,in,2581700000.3865795,2581700000.3865795,487571_Clone_7,clone-7
490785,in,3413200000.2244573,3413200000.2244573,490785_Clone_7,clone-7
485431,in,3735700000.043171,3735700000.043171,485431_Clone_7,clone-7
485479,out,1595900000.254383,1596000000.0895464,485479_Clone_7,clone-7
489083,in,2001000000.330848,2001000000.330848,489083_Clone_7,clone-7
484225,out,2537800000.3917627,2537900000.2269263,484225_Clone_7,clone-7
510519,in,3358900000.370474,3358900000.370474,510519_Clone_7,clone-7
485396,out,3291700000.0334463,3292200000.000062,485396_Clone_7,clone-7
511056,out,3405900000.000148,3406000000.230711,511056_Clone_7,clone-7
512945,out,3344300000.317256,3345000000.349598,512945_Clone_7,clone-7
485416,out,1879600000.3704007,1880200000.1721802,485416_Clone_7,clone-7
488189,in,3853000000.0401297,3853000000.0401297,488189_Clone_7,clone-7
498691,out,972200000.3019034,972300000.1370662,498691_Clone_7,clone-7
493533,out,2012800000.254698,2012900000.089861,493533_Clone_7,clone-7
498616,in,4209300000.2907844,4209300000.2907844,498616_Clone_7,clone-7
512944,out,3641100000.1912436,3641400000.0921335,512944_Clone_7,clone-7
490847,out,3753400000.126646,3753500000.357209,490847_Clone_7,clone-7
486033,out,3703300000.071315,3703500000.1370406,486033_Clone_7,clone-7
514082,out,2601000000.205065,2601100000.040228,514082_Clone_7,clone-7
491937,in,4061200000.056978,4061200000.056978,491937_Clone_7,clone-7
487535,in,3782300000.3321924,3782300000.3321924,487535_Clone_7,clone-7
514869,out,455400000.09181535,455500000.3223785,514869_Clone_7,clone-7
515721,out,323200000.14074934,324400000.13970697,515721_Clone_7,clone-7
486008,in,123700000.08866328,123700000.08866328,486008_Clone_7,clone-7
514310,in,1704500000.3577492,1704500000.3577492,514310_Clone_7,clone-7
515717,out,1052900000.1329539,1053200000.0338434,515717_Clone_7,clone-7
514692,in,2598100000.240534,2598100000.240534,514692_Clone_7,clone-7
514997,in,3986800000.1216063,3986800000.1216063,514997_Clone_7,clone-7
2005AW27,out,112700000.10891517,113000000.359981,2005AW27_Clone_7,clone-7
2004YF37,in,804700000.01905,804700000.01905,2004YF37_Clone_7,clone-7
2002WP31,in,300100000.2596649,300100000.2596649,2002WP31_Clone_7,clone-7
2003YK157,out,2413700000.1371107,2413800000.367674,2003YK157_Clone_7,clone-7
2002CY315,in,2188500000.069128,2188500000.069128,2002CY315_Clone_7,clone-7
2006BA275,in,2733100000.320968,2733100000.320968,2006BA275_Clone_7,clone-7
2002EN157,out,4132700000.027822,4132800000.258385,2002EN157_Clone_7,clone-7
2008RZ90,out,85300000.37503344,85400000.19512206,2008RZ90_Clone_7,clone-7
2008EG163,in,847100000.1140198,847200000.3445829,2008EG163_Clone_7,clone-7
2008RV113,in,4328500000.102169,4328500000.102169,2008RV113_Clone_7,clone-7
2008RG21,out,1806200000.3682585,1806300000.2034216,2008RG21_Clone_7,clone-7
2006SH371,out,2759700000.363762,2760500000.231267,2006SH371_Clone_7,clone-7
2007HM2,in,123800000.30415192,123800000.30415192,2007HM2_Clone_7,clone-7
2008FJ125,out,1277700000.069484,1277800000.3000472,2008FJ125_Clone_7,clone-7
2008FK40,in,1530800000.0143814,1530800000.0143814,2008FK40_Clone_7,clone-7
2007EH222,in,1432600000.165582,1432600000.165582,2007EH222_Clone_7,clone-7
2008EC54,in,3126400000.078182,3126400000.078182,2008EC54_Clone_7,clone-7
2007RJ198,in,2895600000.146864,2895600000.146864,2007RJ198_Clone_7,clone-7
2008TD114,in,39000000.371483706,39000000.371483706,2008TD114_Clone_7,clone-7
2008SH120,out,98400000.13524258,98500000.3507312,2008SH120_Clone_7,clone-7
2012BT2,out,74800000.28652841,74900000.10661703,2012BT2_Clone_7,clone-7
2009SH246,in,61500000.27936473,61500000.27936473,2009SH246_Clone_7,clone-7
2010DU12,in,88700000.1890465,88700000.1890465,2010DU12_Clone_7,clone-7
2008SG262,out,348200000.05313337,348300000.28369653,2008SG262_Clone_7,clone-7
2009UL145,out,290200000.3671144,290500000.2680038,2009UL145_Clone_7,clone-7
2009SC247,in,796800000.3883622,796800000.3883622,2009SC247_Clone_7,clone-7
2010AY92,in,1216900000.2540972,1216900000.2540972,2010AY92_Clone_7,clone-7
2009ST155,in,620600000.2119162,620600000.2119162,2009ST155_Clone_7,clone-7
2008SZ121,out,331000000.33167404,331200000.0020002,2008SZ121_Clone_7,clone-7
2010VE177,in,1157600000.3385575,1157600000.3385575,2010VE177_Clone_7,clone-7
2009SN238,in,169300000.29227367,169300000.29227367,2009SN238_Clone_7,clone-7
2009UA155,in,440300000.07198185,440300000.07198185,2009UA155_Clone_7,clone-7
2009WN204,in,305000000.09065855,305000000.09065855,2009WN204_Clone_7,clone-7
2010VY69,out,1388500000.1050394,1388700000.1707652,2010VY69_Clone_7,clone-7
2009WE59,out,718600000.3903898,718600000.3903898,2009WE59_Clone_7,clone-7
2011OL9,out,1872800000.1127074,1873000000.1784337,2011OL9_Clone_7,clone-7
2010VJ111,in,4121200000.004861,4121200000.004861,2010VJ111_Clone_7,clone-7
2009HQ35,out,2241000000.1223745,2241000000.1223745,2009HQ35_Clone_7,clone-7
2010XU57,in,2938500000.208449,2938500000.208449,2010XU57_Clone_7,clone-7
2010WK10,in,4378800000.291039,4378800000.291039,2010WK10_Clone_7,clone-7
2010CR240,out,562400000.0647709,562800000.1962236,2010CR240_Clone_7,clone-7
2010TO192,out,2335800000.040028,2336000000.105754,2010TO192_Clone_7,clone-7
2008SK37,in,3868000000.2248,3868000000.2248,2008SK37_Clone_7,clone-7
2010XH91,in,1288300000.3897765,1288300000.3897765,2010XH91_Clone_7,clone-7
2012AR20,in,316300000.04789287,316300000.04789287,2012AR20_Clone_7,clone-7
2009HP64,out,591200000.0397543,591200000.0397543,2009HP64_Clone_7,clone-7
2011QV53,out,1479900000.0915453,1480400000.058161,2011QV53_Clone_7,clone-7
2010VV180,in,926000000.1443342,926000000.1443342,2010VV180_Clone_7,clone-7
2009UQ64,in,1290600000.1571286,1290600000.1571286,2009UQ64_Clone_7,clone-7
2010VU45,in,3180900000.3932915,3180900000.3932915,2010VU45_Clone_7,clone-7
2010BK101,out,3959700000.112196,3959800000.34276,2010BK101_Clone_7,clone-7
2009UA149,in,1961600000.0355728,1961600000.0355728,2009UA149_Clone_7,clone-7
2010VM171,out,2524000000.20605,2524100000.041213,2010VM171_Clone_7,clone-7
2009SV25,in,1242000000.0016446,1242000000.0016446,2009SV25_Clone_7,clone-7
2009KS5,in,1477800000.3899195,1477800000.3899195,2009KS5_Clone_7,clone-7
2011YD47,in,964500000.3415416,964500000.3415416,2011YD47_Clone_7,clone-7
2009SE159,out,3653700000.3779993,3653800000.213162,2009SE159_Clone_7,clone-7
2009WR154,in,3357700000.371516,3357700000.371516,2009WR154_Clone_7,clone-7
2010VW141,out,3256500000.327623,3258500000.194085,2010VW141_Clone_7,clone-7
2008SD86,in,2369200000.3405147,2369200000.3405147,2008SD86_Clone_7,clone-7
2009WG94,in,2175300000.080594,2175300000.080594,2009WG94_Clone_7,clone-7
2009UC28,in,1783200000.3223374,1783200000.3223374,2009UC28_Clone_7,clone-7
2008RU123,out,2184400000.1056395,2184700000.006529,2008RU123_Clone_7,clone-7
2011YL47,out,972400000.3676293,972500000.2027924,2011YL47_Clone_7,clone-7
2009SR246,out,3352500000.2442327,3353700000.2431912,2009SR246_Clone_7,clone-7
2010CL206,out,1415200000.3783965,1415500000.2792854,2010CL206_Clone_7,clone-7
2011PT15,in,2694100000.1571445,2694100000.1571445,2011PT15_Clone_7,clone-7
2008TP34,out,2508900000.1862164,2509000000.0213795,2008TP34_Clone_7,clone-7
2011YF39,out,3054300000.305561,3054400000.1407237,2011YF39_Clone_7,clone-7
2011RF14,out,2855800000.1155357,2855900000.346099,2011RF14_Clone_7,clone-7
2009WZ218,out,964800000.242431,964900000.0775943,2009WZ218_Clone_7,clone-7
2008SG213,out,2904500000.1061826,2904900000.237636,2008SG213_Clone_7,clone-7
2012AJ16,in,2948800000.2324524,2948800000.2324524,2012AJ16_Clone_7,clone-7
2009UF100,out,2890100000.1186914,2895700000.377427,2009UF100_Clone_7,clone-7
2010BE79,in,3829200000.1267033,3829200000.1267033,2010BE79_Clone_7,clone-7
2008SD137,in,2939100000.010228,2939100000.010228,2008SD137_Clone_7,clone-7
2010VQ93,in,1806900000.0052009,1806900000.0052009,2010VQ93_Clone_7,clone-7
2011OD29,in,4425700000.050522,4425700000.050522,2011OD29_Clone_7,clone-7
2009RG57,in,3302000000.057449,3302000000.057449,2009RG57_Clone_7,clone-7
2009SX263,in,1508800000.2970915,1508800000.2970915,2009SX263_Clone_7,clone-7
2008RK127,out,4445200000.350135,4445400000.328875,2008RK127_Clone_7,clone-7
2011YO57,in,3917300000.0172257,3917300000.0172257,2011YO57_Clone_7,clone-7
2008SX276,out,4003700000.337576,4003800000.172739,2008SX276_Clone_7,clone-7
2012BP96,in,2780800000.378384,2780800000.378384,2012BP96_Clone_7,clone-7
2012BH118,out,3930400000.170597,3930600000.236323,2012BH118_Clone_7,clone-7
2012BX49,in,487600000.3933453,487600000.3933453,2012BX49_Clone_7,clone-7
2012BF151,in,1476100000.0289464,1476100000.0289464,2012BF151_Clone_7,clone-7
2012JK67,out,1386400000.008013,1386600000.0737393,2012JK67_Clone_7,clone-7
2012BQ142,in,3242300000.010457,3242300000.010457,2012BQ142_Clone_7,clone-7
2012BD141,in,1532200000.0790653,1532200000.0790653,2012BD141_Clone_7,clone-7
2013AP133,in,1034600000.2477,1034600000.2477,2013AP133_Clone_7,clone-7
2013AF94,in,847100000.1140198,847100000.1140198,2013AF94_Clone_7,clone-7
2012BW37,in,3927400000.370903,3927400000.370903,2012BW37_Clone_7,clone-7
2013AQ70,in,1532300000.3096287,1532300000.3096287,2013AQ70_Clone_7,clone-7
2013AU88,out,848300000.1129774,848300000.1129774,2013AU88_Clone_7,clone-7
2013AQ95,out,1491700000.0153954,1491800000.2459586,2013AQ95_Clone_7,clone-7
2013AS106,out,2774100000.351253,2775100000.2844853,2013AS106_Clone_7,clone-7
2013AQ161,in,4436800000.0568285,4436800000.0568285,2013AQ161_Clone_7,clone-7
2012TR74,in,618200000.2140008,618200000.2140008,2012TR74_Clone_7,clone-7
2013AT36,out,774300000.3090566,774400000.1442198,2013AT36_Clone_7,clone-7
2012QF40,in,2277100000.321667,2277100000.321667,2012QF40_Clone_7,clone-7
2012QH10,in,624200000.2087892,624200000.2087892,2012QH10_Clone_7,clone-7
2012TM124,out,749600000.297562,749700000.1327251,2012TM124_Clone_7,clone-7
2012TQ14,in,1127100000.002601,1127100000.002601,2012TQ14_Clone_7,clone-7
2012TL15,in,1834100000.2451735,1834100000.2451735,2012TL15_Clone_7,clone-7
2013BQ1,in,63800000.18208145,63800000.18208145,2013BQ1_Clone_7,clone-7
2012YQ9,out,3456600000.252658,3456700000.087821,2012YQ9_Clone_7,clone-7
2013CE88,out,113000000.359981,113100000.18006964,2013CE88_Clone_7,clone-7
2012TS202,in,4291500000.0216813,4291500000.0216813,2012TS202_Clone_7,clone-7
2012SW25,in,1189500000.3437982,1189500000.3437982,2012SW25_Clone_7,clone-7
2013BJ,out,58800000.29041901,58900000.11427625,2013BJ_Clone_7,clone-7
2012TC146,out,1377900000.1801465,1378000000.0153096,2012TC146_Clone_7,clone-7
2013BG34,in,231100000.21444046,231100000.21444046,2013BG34_Clone_7,clone-7
2012TZ219,out,1308000000.3397145,1308600000.141493,2012TZ219_Clone_7,clone-7
2012TL182,out,2573800000.360492,2577200000.291639,2012TL182_Clone_7,clone-7
2012UN34,out,747400000.365373,747500000.2005361,2012UN34_Clone_7,clone-7
2012RE39,out,2834600000.2657514,2838100000.032061,2012RE39_Clone_7,clone-7
2012TQ81,out,942300000.1631254,942400000.3936887,2012TQ81_Clone_7,clone-7
2013CZ70,in,589300000.0084548,589300000.0084548,2013CZ70_Clone_7,clone-7
2013CE201,in,131500000.28997558,131500000.28997558,2013CE201_Clone_7,clone-7
2013CX152,in,1598300000.2522984,1598300000.2522984,2013CX152_Clone_7,clone-7
2012RP25,in,2077000000.0012321,2077000000.0012321,2012RP25_Clone_7,clone-7
2012UP138,in,2911600000.2647657,2911600000.2647657,2012UP138_Clone_7,clone-7
2012QK22,out,2735500000.318883,2735500000.318883,2012QK22_Clone_7,clone-7
2012VU7,out,3369100000.1639137,3369200000.394477,2012VU7_Clone_7,clone-7
2012UE69,in,2488800000.104826,2488800000.104826,2012UE69_Clone_7,clone-7
2013BP,out,765400000.3497375,766400000.2829689,2013BP_Clone_7,clone-7
2012TL243,out,4483200000.264856,4483300000.254229,2012TL243_Clone_7,clone-7
2013BP1,in,885400000.2455008,885400000.2455008,2013BP1_Clone_7,clone-7
2013CZ129,in,2114500000.2652075,2114500000.2652075,2013CZ129_Clone_7,clone-7
2012TC24,out,4369100000.1359215,4369700000.072143,2012TC24_Clone_7,clone-7
2013CJ223,out,510400000.37354034,511000000.1753192,2013CJ223_Clone_7,clone-7
2012SN6,in,3750800000.0630045,3750800000.0630045,2012SN6_Clone_7,clone-7
2013CN180,in,4268500000.371161,4268500000.371161,2013CN180_Clone_7,clone-7
2013CA219,in,426700000.3473953,426700000.3473953,2013CA219_Clone_7,clone-7
2013BQ,in,3453100000.090948,3453100000.090948,2013BQ_Clone_7,clone-7
2013CD65,out,1569400000.0467525,1570300000.1448205,2013CD65_Clone_7,clone-7
2013CS69,in,3201900000.17735,3201900000.17735,2013CS69_Clone_7,clone-7
2013CQ74,in,4443400000.146069,4443400000.146069,2013CQ74_Clone_7,clone-7
2013CZ141,in,3223800000.059477,3223800000.059477,2013CZ141_Clone_7,clone-7
2013BU33,in,2548300000.086092,2548300000.086092,2013BU33_Clone_7,clone-7
2013CP211,out,3834400000.253985,3834500000.089149,2013CP211_Clone_7,clone-7
2013BM67,out,3706400000.101572,3706700000.002461,2013BM67_Clone_7,clone-7
2013CN210,out,2321100000.1516466,2321200000.3822107,2013CN210_Clone_7,clone-7
2013BE1,out,1399700000.22711,1399700000.22711,2013BE1_Clone_7,clone-7
2013BM,in,1133000000.162226,1133000000.162226,2013BM_Clone_7,clone-7
2013CJ104,out,3858400000.233139,3859700000.0672603,2013CJ104_Clone_7,clone-7
2013CK100,out,2093500000.085749,2093700000.1514754,2013CK100_Clone_7,clone-7
2013CZ80,in,3178000000.0333605,3178000000.0333605,2013CZ80_Clone_7,clone-7
2013BE,in,3324300000.0710287,3324300000.0710287,2013BE_Clone_7,clone-7
2013AW164,in,3457300000.285,3457300000.285,2013AW164_Clone_7,clone-7
2013YG32,in,52000000.01072607,52000000.01072607,2013YG32_Clone_7,clone-7
2013TL143,out,427200000.314011,427500000.2149004,2013TL143_Clone_7,clone-7
2013RO26,in,1810300000.331748,1810300000.331748,2013RO26_Clone_7,clone-7
2013VG24,out,990400000.3519939,990600000.0223203,2013VG24_Clone_7,clone-7
2013RR53,out,1358400000.295935,1358700000.1968243,2013RR53_Clone_7,clone-7
2013TZ79,in,2847900000.089448,2847900000.089448,2013TZ79_Clone_7,clone-7
2013TH137,out,2050700000.2547266,2050900000.3204527,2013TH137_Clone_7,clone-7
2013EV19,in,835800000.1567854,835800000.1567854,2013EV19_Clone_7,clone-7
2013JC15,out,2698900000.152975,2699200000.0538645,2013JC15_Clone_7,clone-7
2013OU11,in,2748700000.3074174,2748700000.3074174,2013OU11_Clone_7,clone-7
2013WF110,in,100000.21860031608,100000.21860031608,2013WF110_Clone_7,clone-7
2013TU41,in,3113900000.1219893,3113900000.1219893,2013TU41_Clone_7,clone-7
2013ST39,out,1600400000.3493245,1600400000.3493245,2013ST39_Clone_7,clone-7
2013RQ53,in,4026600000.152935,4026600000.152935,2013RQ53_Clone_7,clone-7
2013UF9,in,3721000000.15479,3721000000.15479,2013UF9_Clone_7,clone-7
2013TP31,in,1526400000.1500034,1526400000.1500034,2013TP31_Clone_7,clone-7
2013EK154,in,2500400000.35835,2500400000.35835,2013EK154_Clone_7,clone-7
2013WP28,in,3025400000.1000147,3025400000.1000147,2013WP28_Clone_7,clone-7
2013OT11,in,4440300000.080189,4440300000.080189,2013OT11_Clone_7,clone-7
2014EK51,in,320200000.34105533,320200000.34105533,2014EK51_Clone_7,clone-7
2014DW143,out,1479600000.190656,1479800000.2563822,2014DW143_Clone_7,clone-7
2014EO35,in,78300000.31603009,78300000.31603009,2014EO35_Clone_7,clone-7
2014DY92,in,1031100000.0859904,1031100000.0859904,2014DY92_Clone_7,clone-7
2014FO5,in,1360700000.063287,1360700000.063287,2014FO5_Clone_7,clone-7
2014EN5,out,2874500000.132242,2874600000.362805,2014EN5_Clone_7,clone-7
2014DC123,out,2079600000.064873,2080800000.0638304,2014DC123_Clone_7,clone-7
2014EX3,in,1544000000.0029154,1544000000.0029154,2014EX3_Clone_7,clone-7
2014FG61,out,2935900000.144808,2936600000.17715,2014FG61_Clone_7,clone-7
2015BG513,out,729200000.3152822,729300000.1504452,2015BG513_Clone_7,clone-7
2014TX75,in,106100000.12106629,106100000.12106629,2014TX75_Clone_7,clone-7
2015FU37,out,215100000.13606137,216800000.2407679,2015FU37_Clone_7,clone-7
2015HC172,in,37600000.06968222,37600000.06968222,2015HC172_Clone_7,clone-7
2016MQ2,out,769500000.3132262,771000000.2130731,2016MQ2_Clone_7,clone-7
2015FX153,in,249600000.14443505,249600000.14443505,2015FX153_Clone_7,clone-7
2014WN6,in,160100000.23732072,160100000.23732072,2014WN6_Clone_7,clone-7
2015FT71,in,342400000.1240715,342400000.1240715,2015FT71_Clone_7,clone-7
2014WB214,in,1471800000.3951313,1471800000.3951313,2014WB214_Clone_7,clone-7
2014WH183,in,2557200000.045411,2557200000.045411,2014WH183_Clone_7,clone-7
2014VB26,out,1640800000.1824315,1641000000.2481575,2014VB26_Clone_7,clone-7
2014TG57,in,1283500000.3939462,1283500000.3939462,2014TG57_Clone_7,clone-7
2015FG372,in,846600000.1474041,846600000.1474041,2015FG372_Clone_7,clone-7
2014US97,in,2159400000.1932554,2159400000.1932554,2014US97_Clone_7,clone-7
2016BS49,out,4370500000.3825035,4370500000.3825035,2016BS49_Clone_7,clone-7
2014UQ27,in,3997400000.046498,3997400000.046498,2014UQ27_Clone_7,clone-7
2014JZ54,in,1397300000.2291946,1397300000.2291946,2014JZ54_Clone_7,clone-7
2014WZ131,out,830400000.3591759,830700000.2600652,2014WZ131_Clone_7,clone-7
2015DZ224,in,2773700000.219801,2773700000.219801,2015DZ224_Clone_7,clone-7
2015MF43,out,1448900000.1843731,1449400000.1509886,2015MF43_Clone_7,clone-7
2017CE3,out,1301800000.2791998,1304900000.309457,2017CE3_Clone_7,clone-7
2015FL386,in,356000000.244058,356000000.244058,2015FL386_Clone_7,clone-7
2015HP76,out,537200000.0866606,537500000.3829502,2015HP76_Clone_7,clone-7
2015FC140,in,2963000000.1542177,2963000000.1542177,2015FC140_Clone_7,clone-7
2014GT,in,2670600000.1446075,2670600000.1446075,2014GT_Clone_7,clone-7
2014WE466,in,1148200000.0172224,1148200000.0172224,2014WE466_Clone_7,clone-7
2017BO123,out,3144400000.0625467,3144800000.1940002,2017BO123_Clone_7,clone-7
2014WD362,out,3961000000.3417172,3961100000.17688,2014WD362_Clone_7,clone-7
2014KR39,in,3187400000.3546953,3187400000.3546953,2014KR39_Clone_7,clone-7
2014KC91,out,2975500000.110409,2975900000.2418623,2014KC91_Clone_7,clone-7
2016HQ11,in,1686200000.0770953,1686200000.0770953,2016HQ11_Clone_7,clone-7
2015HB42,in,1900600000.1544595,1900600000.1544595,2015HB42_Clone_7,clone-7
2015GN15,in,2832400000.333562,2832400000.333562,2015GN15_Clone_7,clone-7
2015FK307,in,1693000000.3347886,1693000000.3347886,2015FK307_Clone_7,clone-7
2015FA143,out,4492100000.109614,4492200000.098986,2015FA143_Clone_7,clone-7
2014UN88,out,4451500000.075865,4451600000.065235,2014UN88_Clone_7,clone-7
2014SO349,out,3542400000.3758287,3543000000.177608,2014SO349_Clone_7,clone-7
2015KW64,out,2298700000.302904,2299000000.203793,2015KW64_Clone_7,clone-7
2015HT132,in,3178900000.1314287,3178900000.1314287,2015HT132_Clone_7,clone-7
21601,out,138300000.3134017,140600000.12943995,21601_Clone_7,clone-7
22049,out,635400000.3308605,635700000.2317499,22049_Clone_7,clone-7
22014,in,4123900000.2990656,4123900000.2990656,22014_Clone_7,clone-7
21593,in,1031100000.0859904,1031100000.0859904,21593_Clone_7,clone-7
22035,in,4009500000.2666383,4009500000.2666383,22035_Clone_7,clone-7
22056,out,283500000.3399843,283700000.01031053,22056_Clone_7,clone-7
25938,out,55300000.12901529,55600000.39138704,25938_Clone_7,clone-7
22808,in,2659200000.35221,2659200000.35221,22808_Clone_7,clone-7
23968,out,1880100000.3370163,1880200000.1721802,23968_Clone_7,clone-7
24444,in,912800000.1558002,912800000.1558002,24444_Clone_7,clone-7
24534,out,1506600000.3649027,1506700000.200066,24534_Clone_7,clone-7
24275,in,1854200000.326564,1854200000.326564,24275_Clone_7,clone-7
24022,in,1339800000.1143913,1339800000.1143913,24022_Clone_7,clone-7
29196,in,3867600000.0933475,3867700000.3239107,29196_Clone_7,clone-7
23710,out,842700000.2496418,843000000.1505313,23710_Clone_7,clone-7
23383,out,2132100000.1181195,2132100000.1181195,23383_Clone_7,clone-7
23624,out,1154200000.0120108,1154300000.242574,23624_Clone_7,clone-7
22404,out,1736100000.0667002,1736400000.3629894,22404_Clone_7,clone-7
24539,in,2386700000.358264,2386700000.358264,24539_Clone_7,clone-7
24451,out,2447700000.239377,2447800000.0745397,24451_Clone_7,clone-7
22199,in,495800000.32032233,495800000.32032233,22199_Clone_7,clone-7
23135,in,2538400000.193541,2538400000.193541,23135_Clone_7,clone-7
22180,in,547600000.3412268,547600000.3412268,22180_Clone_7,clone-7
24530,in,2120200000.3591065,2120200000.3591065,24530_Clone_7,clone-7
24472,out,3543200000.2433343,3544000000.110839,24472_Clone_7,clone-7
24531,in,676800000.0971987,676800000.0971987,24531_Clone_7,clone-7
26705,out,2511000000.283242,2511200000.3489685,26705_Clone_7,clone-7
23118,out,2217800000.010727,2220400000.0743685,23118_Clone_7,clone-7
23123,in,2018500000.3485968,2018500000.3485968,23123_Clone_7,clone-7
23622,out,3417100000.122219,3417200000.3527822,23622_Clone_7,clone-7
24212,out,3220500000.358893,3220800000.259783,24212_Clone_7,clone-7
24506,out,2643000000.168582,2644400000.233266,24506_Clone_7,clone-7
24485,in,1442800000.354422,1442800000.354422,24485_Clone_7,clone-7
23987,out,3046100000.378584,3046200000.213747,23987_Clone_7,clone-7
24453,in,3978600000.1946287,3978600000.1946287,24453_Clone_7,clone-7
29603,out,3143700000.0302052,3143700000.0302052,29603_Clone_7,clone-7
32467,in,153400000.03398323,153400000.03398323,32467_Clone_7,clone-7
30510,in,340000000.1261562,340000000.1261562,30510_Clone_7,clone-7
32420,in,660300000.0126814,660300000.0126814,32420_Clone_7,clone-7
32435,in,896500000.137009,896500000.137009,32435_Clone_7,clone-7
31037,out,1264500000.08095,1264700000.1466765,31037_Clone_7,clone-7
30508,in,1654400000.302418,1654400000.302418,30508_Clone_7,clone-7
32478,in,307800000.2200264,307800000.2200264,32478_Clone_7,clone-7
30942,in,1332900000.0215352,1332900000.0215352,30942_Clone_7,clone-7
31344,in,1908500000.1805468,1908500000.1805468,31344_Clone_7,clone-7
32451,in,3442400000.330893,3442400000.330893,32451_Clone_7,clone-7
32396,in,2934900000.2115765,2934900000.2115765,32396_Clone_7,clone-7
32397,in,3458900000.02001,3458900000.02001,32397_Clone_7,clone-7
32615,in,128900000.22287148,128900000.22287148,32615_Clone_7,clone-7
34298,out,3462700000.082609,3463000000.3788986,34298_Clone_7,clone-7
32513,in,1554100000.3565927,1554100000.3565927,32513_Clone_7,clone-7
34835,out,474000000.2733587,474900000.3714269,34835_Clone_7,clone-7
34521,in,1958700000.0710413,1958700000.0710413,34521_Clone_7,clone-7
32794,in,2227600000.0681143,2227600000.0681143,32794_Clone_7,clone-7
33822,in,2077600000.1984105,2077600000.1984105,33822_Clone_7,clone-7
36425,out,156700000.02790767,156700000.02790767,36425_Clone_7,clone-7
37714,out,229900000.00097704,230300000.07213148,37714_Clone_7,clone-7
36279,in,926200000.2100604,926200000.2100604,36279_Clone_7,clone-7
37298,in,717200000.3257059,717200000.3257059,37298_Clone_7,clone-7
37572,out,334000000.13136804,334100000.3619312,37572_Clone_7,clone-7
41268,in,539100000.1179603,539100000.1179603,41268_Clone_7,clone-7
39692,out,1587200000.3607905,1587300000.1959536,39692_Clone_7,clone-7
38597,in,1510400000.0321019,1510400000.0321019,38597_Clone_7,clone-7
37715,in,3112000000.0906906,3112000000.0906906,37715_Clone_7,clone-7
39292,in,1821000000.0918028,1821000000.0918028,39292_Clone_7,clone-7
41359,in,2319400000.186073,2319400000.186073,41359_Clone_7,clone-7
37685,in,4249400000.2230015,4249400000.2230015,37685_Clone_7,clone-7
39793,out,1894400000.093945,1894700000.3902345,39793_Clone_7,clone-7
41427,in,1166500000.2978766,1166500000.2978766,41427_Clone_7,clone-7
40237,out,931500000.1725068,931600000.0076696,40237_Clone_7,clone-7
41342,in,2565500000.2029514,2565500000.2029514,41342_Clone_7,clone-7
38609,in,3159600000.3129435,3159600000.3129435,38609_Clone_7,clone-7
40262,out,3603400000.2569423,3603600000.322668,40262_Clone_7,clone-7
39362,out,3484200000.2286835,3484300000.0638466,39362_Clone_7,clone-7
41426,out,2457500000.2967644,2457600000.1319275,41426_Clone_7,clone-7
41379,in,1965500000.3287344,1965500000.3287344,41379_Clone_7,clone-7
39285,in,2471100000.0213513,2471100000.0213513,39285_Clone_7,clone-7
42403,in,742100000.0075268,742100000.0075268,42403_Clone_7,clone-7
42168,out,1343400000.1112645,1343700000.0121539,42168_Clone_7,clone-7
42367,in,966700000.2737306,966700000.2737306,42367_Clone_7,clone-7
42230,in,3028300000.064545,3028300000.064545,42230_Clone_7,clone-7
42554,out,1496100000.2751734,1496300000.3408995,42554_Clone_7,clone-7
43627,out,750100000.2641777,750400000.1650671,43627_Clone_7,clone-7
46676,in,411100000.36094606,411100000.36094606,46676_Clone_7,clone-7
